"Statistic Label","CensusYear","Sex","Age Group","Towns","UNIT","VALUE"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Castlemartyr, Co Cork","%","0"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Cloyne, Co Cork","%","6.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Midleton, Co Cork","%","15.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Mitchelstown, Co Cork","%","23.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Carrigtwohill, Co Cork","%","17.9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Fermoy, Co Cork","%","12.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Rathcormac, Co Cork","%","10"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Crosshaven, Co Cork","%","9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Cobh, Co Cork","%","15.4"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Passage West-Monkstown, Co Cork","%","13.8"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Watergrasshill, Co Cork","%","0"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Carrigaline, Co Cork","%","12.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Kinsale, Co Cork","%","13.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Mallow, Co Cork","%","16.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Charleville, Co Cork","%","9.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Bandon, Co Cork","%","15.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Clonakilty, Co Cork","%","15.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Kanturk, Co Cork","%","12"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Macroom, Co Cork","%","21.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Millstreet, Co Cork","%","20.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Dunmanway, Co Cork","%","10.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Skibbereen, Co Cork","%","31.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Bantry, Co Cork","%","16.3"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Castleisland, Co Kerry","%","14"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Listowel, Co Kerry","%","15.3"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Killarney, Co Kerry","%","11.8"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Kenmare, Co Kerry","%","16.4"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballybunion, Co Kerry","%","21.2"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Tralee, Co Kerry","%","17.4"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Killorglin, Co Kerry","%","24.3"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Dingle-Daingean Uí Chuis, Co Kerry","%","14.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Limerick city and suburbs, Counties Limerick & Clare","%","16.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Caherconlish, Co Limerick","%","25"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Castleconnell, Co Limerick","%","23.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Annacotty, Co Limerick","%","8.8"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Kilmallock, Co Limerick","%","7.8"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Newcastle West, Co Limerick","%","22.4"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Abbeyfeale, Co Limerick","%","8.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Roscrea, Co Tipperary","%","18.1"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Thurles, Co Tipperary","%","14.4"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Templemore, Co Tipperary","%","21.4"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Nenagh, Co Tipperary","%","16"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Newport, Co Tipperary","%","13.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballina, Co Tipperary","%","11.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Carrick-on-Suir, Co Tipperary","%","23"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Fethard, Co Tipperary","%","13.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Clonmel, Counties Tipperary & Waterford","%","18"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Cashel, Co Tipperary","%","23.3"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Cahir, Co Tipperary","%","13.9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Tipperary, Co Tipperary","%","16.1"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Waterford city and suburbs, Counties Waterford & Kilkenny","%","14.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Dunmore East, Co Waterford","%","2.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Tramore, Co Waterford","%","19.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Portlaw, Co Waterford","%","9.8"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Dungarvan, Co Waterford","%","12.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Galway city and suburbs, Co Galway","%","12.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballinasloe, Co Galway","%","26.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Portumna, Co Galway","%","19"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Loughrea, Co Galway","%","12.9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Athenry, Co Galway","%","11.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Gort, Co Galway","%","17.9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Tuam, Co Galway","%","15.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Oranmore, Co Galway","%","17.2"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Baile Chláir, Co Galway","%","16.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Bearna, Co Galway","%","0"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Maigh Cuilinn, Co Galway","%","14.3"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Oughterard, Co Galway","%","14.8"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Carrick-On-Shannon, Counties Leitrim & Roscommon","%","20.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Manorhamilton, Co Leitrim","%","10"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballyhaunis, Co Mayo","%","2.9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Claremorris, Co Mayo","%","19"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballina, Co Mayo","%","16.3"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballinrobe, Co Mayo","%","18.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Castlebar, Co Mayo","%","14.4"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Westport, Co Mayo","%","16.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Roscommon, Co Roscommon","%","11.8"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Boyle, Co Roscommon","%","15.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Castlerea, Co Roscommon","%","16.4"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballaghaderreen, Co Roscommon","%","15.2"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Sligo, Co Sligo","%","17.9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Collooney, Co Sligo","%","10"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballysadare, Co Sligo","%","9.1"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballymote, Co Sligo","%","17.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Strandhill, Co Sligo","%","3.1"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Tubbercurry, Co Sligo","%","7.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Kingscourt, Co Cavan","%","25"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Mullagh, Co Cavan","%","15.8"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Bailieborough, Co Cavan","%","16.7"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Virginia, Co Cavan","%","17.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Cootehill, Co Cavan","%","19.4"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballyjamesduff, Co Cavan","%","26.8"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Cavan, Co Cavan","%","19"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Belturbet, Co Cavan","%","20"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Carndonagh, Co Donegal","%","9.1"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Buncrana, Co Donegal","%","18.5"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Lifford, Co Donegal","%","13.8"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Convoy, Co Donegal","%","43.9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Letterkenny, Co Donegal","%","15.9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballybofey-Stranorlar, Co Donegal","%","15.1"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Donegal, Co Donegal","%","5.9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Ballyshannon, Co Donegal","%","9.3"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Bundoran, Co Donegal","%","12"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Carrickmacross, Co Monaghan","%","12.9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Castleblayney, Co Monaghan","%","12.3"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Monaghan, Co Monaghan","%","17.6"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Clones, Co Monaghan","%","17.8"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","State","%","13.3"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Other towns with a population between 1,000 - 1,499","%","16.9"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Other towns with a population under 500","%","15.3"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Other towns with a population between 500 - 999","%","14.1"
"Population with a disability to a great extent as a percentage","2022","Male","70 - 74 years","Remainder of country","%","10.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Tullow, Co Carlow","%","6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Carlow, Counties Carlow & Laois","%","23.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Muinebeag (Bagenalstown), Co Carlow","%","21.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Dublin city and suburbs, Counties Dublin & Meath","%","16.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Saggart, Co Dublin","%","16"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Rathcoole, Co Dublin","%","26.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Newcastle, Co Dublin","%","12.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Rush, Co Dublin","%","20.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Skerries, Co Dublin","%","16"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Portmarnock, Co Dublin","%","10.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Donabate, Co Dublin","%","20.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Malahide, Co Dublin","%","10.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Lusk, Co Dublin","%","22"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Balrothery, Co Dublin","%","13.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Balbriggan, Co Dublin","%","17.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kinsealy-Drinan, Co Dublin","%","35.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Swords, Co Dublin","%","18.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Leixlip, Co Kildare","%","19.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Celbridge, Co Kildare","%","14.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kill, Co Kildare","%","10.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Maynooth, Co Kildare","%","16.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Naas, Co Kildare","%","18.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Sallins, Co Kildare","%","19.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kilcock, Counties Kildare & Meath","%","12.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Clane, Co Kildare","%","12.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kilcullen, Co Kildare","%","23.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Prosperous, Co Kildare","%","25"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Newbridge, Co Kildare","%","19.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Castledermot, Co Kildare","%","13.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Allenwood, Co Kildare","%","21.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kildare, Co Kildare","%","21.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Derrinturn, Co Kildare","%","18.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Athy, Co Kildare","%","29.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Rathangan, Co Kildare","%","33.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Monasterevin, Co Kildare","%","25.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","%","17.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Thomastown, Co Kilkenny","%","34.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kilkenny, Co Kilkenny","%","22.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Callan, Co Kilkenny","%","11.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Portarlington, Counties Laois & Offaly","%","21.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Portlaoise, Co Laois","%","19.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Mountmellick, Co Laois","%","21.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Abbeyleix, Co Laois","%","12.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Mountrath, Co Laois","%","13.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Edgeworthstown, Co Longford","%","28.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballymahon, Co Longford","%","20"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Longford, Co Longford","%","24.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Lanesborough-Ballyleague, Counties Roscommon & Longford","%","33.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Carlingford, Co Louth","%","9.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Clogherhead, Co Louth","%","43.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Termonfeckin, Co Louth","%","26.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Drogheda, Counties Louth & Meath","%","18.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Dunleer, Co Louth","%","21.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Dundalk, Co Louth","%","17.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Tullyallen, Co Louth","%","0"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ardee, Co Louth","%","21.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Laytown-Bettystown-Mornington-Donacarney, Co Meath","%","18"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Stamullen, Co Meath","%","4.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ashbourne, Co Meath","%","17.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Duleek, Co Meath","%","9.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ratoath, Co Meath","%","23.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Dunboyne, Co Meath","%","17"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Dunshaughlin, Co Meath","%","11.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Navan, Co Meath","%","16.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Trim, Co Meath","%","25.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Enfield, Co Meath","%","15.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kells, Co Meath","%","14.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Athboy, Co Meath","%","20.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Longwood, Co Meath","%","12.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballivor, Co Meath","%","12.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Edenderry, Co Offaly","%","16.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Tullamore, Co Offaly","%","20"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Clara, Co Offaly","%","25"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Birr, Co Offaly","%","22.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Banagher, Co Offaly","%","8.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kinnegad, Co Westmeath","%","18.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Killucan-Rathwire, Co Westmeath","%","31.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Mullingar, Co Westmeath","%","25.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kilbeggan, Co Westmeath","%","13.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Moate, Co Westmeath","%","14.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Athlone, Counties Westmeath & Roscommon","%","16.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Courtown, Co Wexford","%","34"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Gorey, Co Wexford","%","20.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Rosslare Harbour, Co Wexford","%","18.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Rosslare, Co Wexford","%","14"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Castlebridge, Co Wexford","%","7.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Wexford, Co Wexford","%","26.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Enniscorthy, Co Wexford","%","22.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Bunclody, Counties Wexford & Carlow","%","12.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","New Ross, Wexford & Kilkenny","%","27.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Wicklow, Co Wicklow","%","19.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kilcoole, Co Wicklow","%","19.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Greystones-Delgany, Co Wicklow","%","13"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Rathnew, Co Wicklow","%","11.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Newtownmountkennedy, Co Wicklow","%","18.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ashford, Co Wicklow","%","26.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Bray, Counties Wicklow & Dublin","%","21.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Arklow, Co Wicklow","%","16.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Enniskerry, Co Wicklow","%","21.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Rathdrum, Co Wicklow","%","12"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Blessington, Counties Wicklow & Kildare","%","20"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Baltinglass, Co Wicklow","%","20.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Killaloe, Co Clare","%","25"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Sixmilebridge, Co Clare","%","17.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Shannon, Co Clare","%","17.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Newmarket-On-Fergus, Co Clare","%","29.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ennis, Co Clare","%","18"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kilrush, Co Clare","%","26.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Cork city and suburbs, Co Cork","%","19.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Blarney, Co Cork","%","14.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Tower, Co Cork","%","16.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Youghal, Co Cork","%","17"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Castlemartyr, Co Cork","%","10"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Cloyne, Co Cork","%","17.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Midleton, Co Cork","%","12.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Mitchelstown, Co Cork","%","25.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Carrigtwohill, Co Cork","%","19.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Fermoy, Co Cork","%","16.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Rathcormac, Co Cork","%","27.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Crosshaven, Co Cork","%","11.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Cobh, Co Cork","%","16.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Passage West-Monkstown, Co Cork","%","13.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Watergrasshill, Co Cork","%","37.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Carrigaline, Co Cork","%","11.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kinsale, Co Cork","%","18.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Mallow, Co Cork","%","19.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Charleville, Co Cork","%","9.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Bandon, Co Cork","%","17.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Clonakilty, Co Cork","%","26.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kanturk, Co Cork","%","28.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Macroom, Co Cork","%","11.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Millstreet, Co Cork","%","7.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Dunmanway, Co Cork","%","20.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Skibbereen, Co Cork","%","17.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Bantry, Co Cork","%","28.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Castleisland, Co Kerry","%","18"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Listowel, Co Kerry","%","19.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Killarney, Co Kerry","%","17.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kenmare, Co Kerry","%","34.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballybunion, Co Kerry","%","16.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Tralee, Co Kerry","%","16.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Killorglin, Co Kerry","%","13.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Dingle-Daingean Uí Chuis, Co Kerry","%","18.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Limerick city and suburbs, Counties Limerick & Clare","%","21.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Caherconlish, Co Limerick","%","47.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Castleconnell, Co Limerick","%","22.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Annacotty, Co Limerick","%","29"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kilmallock, Co Limerick","%","18.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Newcastle West, Co Limerick","%","33"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Abbeyfeale, Co Limerick","%","24.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Roscrea, Co Tipperary","%","19.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Thurles, Co Tipperary","%","21.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Templemore, Co Tipperary","%","18.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Nenagh, Co Tipperary","%","21.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Newport, Co Tipperary","%","20"
