"Statistic Label","CensusYear","Sex","Single Year of Age","UNIT","VALUE"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","13 years","Number","356"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","14 years","Number","426"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","15 years","Number","486"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","16 years","Number","488"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","17 years","Number","492"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","18 years","Number","466"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","19 years","Number","441"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","20 years","Number","424"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","21 years","Number","408"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","22 years","Number","425"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","23 years","Number","381"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","24 years","Number","374"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","25 years","Number","382"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","26 years","Number","389"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","27 years","Number","319"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","28 years","Number","323"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","29 years","Number","328"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","30 years","Number","375"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","31 years","Number","354"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","32 years","Number","376"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","33 years","Number","368"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","34 years","Number","451"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","35 years","Number","449"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","36 years","Number","476"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","37 years","Number","471"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","38 years","Number","528"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","39 years","Number","616"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","40 years","Number","641"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","41 years","Number","700"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","42 years","Number","705"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","43 years","Number","721"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","44 years","Number","739"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","45 years","Number","754"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","46 years","Number","818"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","47 years","Number","867"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","48 years","Number","940"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","49 years","Number","938"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","50 years","Number","966"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","51 years","Number","1030"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","52 years","Number","1113"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","53 years","Number","1029"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","54 years","Number","1164"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","55 years","Number","1134"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","56 years","Number","1262"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","57 years","Number","1263"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","58 years","Number","1282"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","59 years","Number","1286"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","60 years","Number","1233"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","61 years","Number","1328"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","62 years","Number","1347"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","63 years","Number","1212"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","64 years","Number","1248"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","65 years","Number","1183"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","66 years","Number","1121"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","67 years","Number","1110"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","68 years","Number","1069"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","69 years","Number","1121"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","70 years","Number","1072"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","71 years","Number","1176"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","72 years","Number","1247"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","73 years","Number","1310"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","74 years","Number","1315"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","75 years","Number","1467"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","76 years","Number","1571"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","77 years","Number","1473"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","78 years","Number","1648"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","79 years","Number","1655"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","80 years","Number","1674"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","81 years","Number","1761"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","82 years","Number","1886"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","83 years","Number","2090"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","84 years","Number","2061"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","85 years","Number","2114"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","86 years","Number","2154"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","87 years","Number","2147"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","88 years","Number","2127"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","89 years","Number","1851"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","90 years","Number","1721"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","91 years","Number","1669"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","92 years","Number","1285"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","93 years","Number","1178"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","94 years","Number","912"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","95 years","Number","739"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","96 years","Number","534"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","97 years","Number","431"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","98 years","Number","294"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","99 years","Number","209"
"Participating in other activities,for example leisure or sport to a greater extent","2022","Female","100 years and over","Number","389"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","Under 1 year","Number","243"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","1 year","Number","274"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","2 years","Number","424"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","3 years","Number","690"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","4 years","Number","790"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","5 years","Number","831"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","6 years","Number","918"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","7 years","Number","878"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","8 years","Number","856"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","9 years","Number","822"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","10 years","Number","810"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","11 years","Number","832"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","12 years","Number","772"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","13 years","Number","822"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","14 years","Number","765"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","15 years","Number","802"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","16 years","Number","826"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","17 years","Number","737"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","18 years","Number","736"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","19 years","Number","745"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","20 years","Number","692"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","21 years","Number","687"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","22 years","Number","667"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","23 years","Number","637"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","24 years","Number","577"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","25 years","Number","570"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","26 years","Number","568"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","27 years","Number","506"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","28 years","Number","497"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","29 years","Number","487"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","30 years","Number","480"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","31 years","Number","463"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","32 years","Number","454"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","33 years","Number","490"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","34 years","Number","520"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","35 years","Number","555"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","36 years","Number","523"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","37 years","Number","536"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","38 years","Number","610"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","39 years","Number","626"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","40 years","Number","639"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","41 years","Number","662"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","42 years","Number","705"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","43 years","Number","714"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","44 years","Number","717"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","45 years","Number","733"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","46 years","Number","780"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","47 years","Number","793"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","48 years","Number","869"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","49 years","Number","882"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","50 years","Number","947"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","51 years","Number","940"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","52 years","Number","1052"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","53 years","Number","957"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","54 years","Number","1101"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","55 years","Number","1088"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","56 years","Number","1135"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","57 years","Number","1201"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","58 years","Number","1314"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","59 years","Number","1284"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","60 years","Number","1356"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","61 years","Number","1381"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","62 years","Number","1430"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","63 years","Number","1465"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","64 years","Number","1438"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","65 years","Number","1446"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","66 years","Number","1487"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","67 years","Number","1506"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","68 years","Number","1486"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","69 years","Number","1703"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","70 years","Number","1591"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","71 years","Number","1767"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","72 years","Number","1832"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","73 years","Number","1910"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","74 years","Number","2004"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","75 years","Number","2166"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","76 years","Number","2362"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","77 years","Number","2195"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","78 years","Number","2327"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","79 years","Number","2478"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","80 years","Number","2458"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","81 years","Number","2513"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","82 years","Number","2710"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","83 years","Number","2888"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","84 years","Number","2838"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","85 years","Number","2863"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","86 years","Number","2973"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","87 years","Number","2933"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","88 years","Number","2803"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","89 years","Number","2494"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","90 years","Number","2342"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","91 years","Number","2212"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","92 years","Number","1627"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","93 years","Number","1492"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","94 years","Number","1181"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","95 years","Number","933"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","96 years","Number","678"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","97 years","Number","522"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","98 years","Number","347"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","99 years","Number","252"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Both sexes","100 years and over","Number","441"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","Under 1 year","Number","134"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","1 year","Number","156"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","2 years","Number","249"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","3 years","Number","442"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","4 years","Number","546"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","5 years","Number","571"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","6 years","Number","626"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","7 years","Number","604"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","8 years","Number","597"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","9 years","Number","543"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","10 years","Number","562"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","11 years","Number","538"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","12 years","Number","508"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","13 years","Number","550"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","14 years","Number","452"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","15 years","Number","475"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","16 years","Number","485"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","17 years","Number","432"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","18 years","Number","438"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","19 years","Number","442"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","20 years","Number","397"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","21 years","Number","404"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","22 years","Number","367"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","23 years","Number","370"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","24 years","Number","304"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","25 years","Number","311"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","26 years","Number","307"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","27 years","Number","272"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","28 years","Number","285"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","29 years","Number","253"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","30 years","Number","229"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","31 years","Number","249"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","32 years","Number","235"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","33 years","Number","271"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","34 years","Number","264"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","35 years","Number","283"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","36 years","Number","257"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","37 years","Number","249"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","38 years","Number","284"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","39 years","Number","287"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","40 years","Number","294"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","41 years","Number","324"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","42 years","Number","342"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","43 years","Number","337"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","44 years","Number","329"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","45 years","Number","356"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","46 years","Number","352"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","47 years","Number","333"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","48 years","Number","367"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","49 years","Number","416"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","50 years","Number","400"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","51 years","Number","410"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","52 years","Number","468"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","53 years","Number","435"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","54 years","Number","462"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","55 years","Number","495"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","56 years","Number","476"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","57 years","Number","500"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","58 years","Number","603"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","59 years","Number","566"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","60 years","Number","622"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","61 years","Number","611"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","62 years","Number","639"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","63 years","Number","683"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","64 years","Number","615"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","65 years","Number","660"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","66 years","Number","658"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","67 years","Number","686"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","68 years","Number","672"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","69 years","Number","787"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","70 years","Number","714"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","71 years","Number","747"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","72 years","Number","797"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","73 years","Number","770"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","74 years","Number","859"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","75 years","Number","900"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","76 years","Number","981"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","77 years","Number","904"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","78 years","Number","875"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","79 years","Number","973"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","80 years","Number","942"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","81 years","Number","923"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","82 years","Number","1011"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","83 years","Number","964"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","84 years","Number","947"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","85 years","Number","943"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","86 years","Number","979"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","87 years","Number","910"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","88 years","Number","806"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","89 years","Number","778"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","90 years","Number","697"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","91 years","Number","586"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","92 years","Number","406"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","93 years","Number","344"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","94 years","Number","287"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","95 years","Number","190"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","96 years","Number","144"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","97 years","Number","85"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","98 years","Number","59"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","99 years","Number","42"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Male","100 years and over","Number","54"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","Under 1 year","Number","109"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","1 year","Number","118"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","2 years","Number","175"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","3 years","Number","248"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","4 years","Number","244"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","5 years","Number","260"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","6 years","Number","292"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","7 years","Number","274"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","8 years","Number","259"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","9 years","Number","279"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","10 years","Number","248"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","11 years","Number","294"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","12 years","Number","264"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","13 years","Number","272"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","14 years","Number","313"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","15 years","Number","327"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","16 years","Number","341"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","17 years","Number","305"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","18 years","Number","298"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","19 years","Number","303"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","20 years","Number","295"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","21 years","Number","283"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","22 years","Number","300"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","23 years","Number","267"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","24 years","Number","273"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","25 years","Number","259"
